dissolved_oxygen,ph,ammonia,temperature,tds,label
13.37172136,1.056218502,0.958806216,6.596581922,81.67000756,2
0.968509747,11.56919531,0.398501594,69.52012414,5.572829172,2
2.715354911,10.2827727,0.999300485,78.25685927,97.17199615,2
11.40841982,4.066662476,0.566720164,84.02480594,90.40207105,2
0.133928049,9.581977919,0.814971129,5.859255561,0.53692989,2
0.440422315,0.847693409,0.796087852,63.297354,93.30110378,2
13.64805588,10.23230371,0.682995897,1.734758949,95.56415279,2
0.592938421,2.707829602,0.144014342,2.734211581,12.3076619,2
11.01093921,2.948637113,0.171632666,71.71465387,86.43705701,2
2.335387839,10.37687175,0.46547241,69.34365606,86.47300098,2
9.792055202,12.3457553,0.793920926,12.5914424,90.30056507,2
13.73329164,10.25278239,0.304173949,78.83046927,10.97294747,2
10.47641836,14.08202622,0.363549172,7.062432481,99.79774321,2
8.905039475,14.8511953,0.924077105,10.79641464,98.40891956,2
14.05283162,10.20200449,0.507462027,81.91501722,93.75411287,2
2.869855845,13.15021336,0.248523287,10.0133118,90.87876091,2
14.24750797,0.427953071,0.885574638,77.92690393,11.53676079,2
14.46784603,3.658599292,0.644160748,76.17276014,6.712042889,2
12.98656262,1.910218593,0.44161283,81.99800828,8.115894082,2
0.244425229,1.280283745,0.952896267,14.84447343,88.66181472,2
10.40682714,10.66128633,0.927908616,4.984714754,8.993421758,2
2.990806505,10.37827377,0.961513035,76.59014948,96.95513262,2
12.19249752,14.5154385,0.350774944,7.158448673,13.60600163,2
11.04558415,10.79156471,0.534707499,71.36357072,88.51596927,2
12.98559858,3.714661339,0.105239394,2.84861486,91.9194747,2
0.421868659,9.81423929,0.639875119,5.968462459,94.3306352,2
1.737911788,2.31073457,0.2964992,69.82017794,84.07838769,2
13.44911496,10.38411634,0.347114626,5.508611875,94.40995193,2
12.98407957,0.294772701,0.136574134,68.76517955,92.66593102,2
2.12771326,12.1461546,0.185224455,3.085216168,12.42569252,2
2.976727177,10.1305156,0.192805147,74.03513359,3.110878147,2
10.16634499,2.374824148,0.347465133,6.542476515,11.35330661,2
10.7687086,11.77410893,0.867149582,11.17558795,85.14228315,2
10.4578668,2.697945098,0.667293579,3.450165476,10.28640135,2
1.825961372,4.18044715,0.772872439,1.071311702,97.97459464,2
14.97012231,10.75063923,0.169661738,60.91852372,3.978223605,2
11.51327656,2.387710821,0.777953639,73.80742309,5.062786232,2
9.917663799,12.17890852,0.551391041,4.545630941,5.584923212,2
1.605594147,11.244874,0.859624784,3.220407682,1.336644728,2
2.761150725,13.34496198,0.67093121,1.302793241,82.42616341,2
2.404852432,5.457570892,0.456769722,0.194046124,10.42879402,2
0.713097031,12.91619522,0.795970661,12.55804911,92.02850863,2
0.236516238,0.541064329,0.268232002,70.2426169,4.581210611,2
1.073147555,13.38042223,0.76330593,61.52309078,98.99390558,2
1.956295371,11.83619791,0.460059356,72.53940622,93.23067241,2
13.16194858,5.351520879,0.776831389,14.65923964,3.071697915,2
10.09962915,10.95398631,0.199990296,11.65858657,93.58945369,2
9.480189684,2.508279277,0.368486246,77.29049456,89.8822716,2
14.17168603,10.09639855,0.736663809,2.624779216,89.70419126,2
9.081619531,0.051035258,0.413958757,8.581117541,5.688099098,2
13.7840846,14.80862213,0.124538134,10.0534526,86.32574955,2
1.303418624,11.12775264,0.094346635,14.78772351,13.08096025,2
1.37585371,2.814916581,0.269493376,9.186919344,11.95381863,2
0.930217823,1.833618482,0.783799566,63.64095934,14.01501373,2
1.408163035,14.54707031,0.799395375,64.69474515,8.456500691,2
12.90262882,14.25267487,0.666079056,84.25152157,94.73160378,2
7.378096404,9.130834365,0.043464239,67.44872482,20.67618354,2
7.15497115,9.33508325,0.025736657,64.626666,19.79084447,2
5.333573304,9.178603877,0.039643659,65.12184179,18.09720051,2
6.375537577,6.436963533,0.034133583,1.640333731,26.33685213,2
5.851194468,9.218901461,0.036175524,64.86343428,29.28515975,2
6.498842891,9.214697082,0.04954429,3.010154052,21.32797108,2
7.514729422,6.308233216,0.025970604,70.59909209,28.16988526,2
5.15380846,6.388566546,0.025328191,80.86069376,16.86773353,2
7.258542401,9.295868375,0.030066127,81.2048433,26.11417049,2
6.465732475,6.174835347,0.031447193,1.098150753,19.21659757,2
6.784310299,9.126480709,0.047970847,13.83315477,20.58232819,2
6.084959251,9.477809947,0.044443321,12.25748487,29.7663481,2
6.953527163,9.490187042,0.040466638,3.723096689,25.85530119,2
6.299413247,6.075711719,0.048037055,75.78924067,29.79297047,2
5.003270055,9.008309298,0.042055881,60.66068053,24.20854871,2
6.97687684,6.203379059,0.049078885,10.87120196,18.44412782,2
7.247369433,9.177685891,0.031816391,83.63112341,18.48481013,2
6.636008679,9.065735957,0.045240369,62.16093863,20.40464084,2
5.184499163,9.232178645,0.033044235,80.49865038,16.32227461,2
6.096990236,9.123069425,0.034235361,3.804169115,17.54508267,2
5.942681132,9.070696856,0.049427977,74.82526782,26.61085086,2
5.370513446,9.275682976,0.047331464,3.759315786,21.81379137,2
7.772543787,6.245412932,0.026788454,78.97302781,21.53957595,2
5.546265535,6.264628735,0.030680475,64.00343834,15.25380762,2
5.905563084,9.436380443,0.034409421,4.967443187,20.96307842,2
6.155394114,6.121189081,0.047358339,6.428057795,25.43439978,2
5.983579617,9.278714267,0.028954926,10.09279019,26.7629044,2
7.830304691,6.148400393,0.025612427,63.77576503,25.29970053,2
5.635190485,6.269795685,0.046828256,0.880102477,28.43442498,2
7.544239543,9.223326679,0.038211203,9.379408176,21.09095627,2
7.008351578,9.202107396,0.041743454,2.816614017,22.30465224,2
5.666353768,9.061188619,0.029531513,72.75785602,28.69951279,2
7.420285968,9.308704275,0.04670075,67.84545282,23.5739528,2
7.767011906,9.174106211,0.028959642,0.777843203,25.77883746,2
7.371398454,9.055198497,0.04141275,14.59386626,24.64078117,2
6.767512677,6.306601946,0.042596199,0.411089101,23.86271443,2
5.716623179,9.111481304,0.045615718,68.45293571,26.1356776,2
5.602870954,9.388481764,0.025548045,65.26336007,26.7181265,2
5.388572858,6.43075573,0.04000646,80.05352324,18.24888279,2
5.511415468,9.487378724,0.036162987,0.849194232,29.4165817,2
5.664860252,6.167367068,0.035998925,82.17542477,18.36797105,2
5.367066557,6.426155995,0.040773857,72.07417767,23.63552049,2
5.624414677,9.423584564,0.02809157,72.26841583,23.27183734,2
6.58876265,6.313361126,0.028021695,82.76913598,24.77251736,2
7.317995613,9.488383457,0.041753721,6.596581922,26.03349191,2
7.845193937,6.122675209,0.041236165,69.52012414,20.36593198,2
5.260289619,6.219962526,0.038768319,78.25685927,22.01486044,2
6.246144323,6.04867919,0.039353485,84.02480594,29.82254529,2
6.892223183,6.365247579,0.043180383,5.859255561,21.3935439,2
7.677748216,6.337497963,0.049121775,63.297354,25.597075,2
3.505151566,8.458069882,0.01248674,1.734758949,42.18792344,2
4.199191919,8.286500001,0.009642081,2.734211581,38.3867367,2
3.482590675,8.166413141,0.007554027,71.71465387,62.2209224,2
3.678271688,7.417877279,0.019439907,69.34365606,30.63375909,2
4.328740039,6.948228703,0.003116531,12.5914424,30.54335741,2
3.113621278,7.606735645,0.013466175,78.83046927,50.67591018,2
4.978354889,8.533997221,0.021294349,7.062432481,46.17360663,2
4.80797582,6.876880337,0.009266132,10.79641464,47.23074857,2
4.588113354,6.551731906,0.00880938,81.91501722,42.20891925,2
3.16958377,8.521588214,0.024129576,10.0133118,50.49267374,2
4.856443875,7.381539406,0.007764089,77.92690393,32.40508496,2
4.112364252,7.052854676,0.005599456,76.17276014,77.40969572,2
3.584370545,8.527817603,0.023474897,81.99800828,31.85428846,2
3.02512235,6.761004711,0.016559566,14.84447343,56.69898914,2
3.836585219,7.133074259,0.010146035,4.984714754,56.1862296,2
4.998924918,8.513129741,0.010120383,76.59014948,34.33356008,2
4.347081884,7.261861771,0.012239346,7.158448673,41.58700279,2
4.099691688,8.25513238,0.008300844,71.36357072,49.17431633,2
4.543909634,8.197375707,0.024013642,2.84861486,51.23596826,2
3.639381328,7.20336579,0.021922889,5.968462459,68.68088312,2
4.378604222,6.987322025,0.012604263,69.82017794,72.64835127,2
3.729676291,7.17380876,0.002680095,5.508611875,77.28736535,2
3.14652299,6.898382636,0.014209161,68.76517955,35.91165783,2
4.8357748,7.151907166,0.009528008,3.085216168,39.3859572,2
3.205517048,6.788872469,0.015007368,74.03513359,35.45614118,2
4.496893401,7.869795841,0.001285439,6.542476515,52.72345326,2
4.568583932,8.150140704,0.017440909,11.17558795,40.10866513,2
3.706273593,7.603409258,0.019380328,3.450165476,44.16601576,2
3.042314262,7.722877699,0.020443999,1.071311702,47.00789794,2
3.032844639,8.880748859,0.022200542,60.91852372,60.51878253,2
3.677986201,6.99442396,0.017026197,73.80742309,62.83358277,2
4.440913209,8.592850312,0.022547297,4.545630941,78.98373344,2
4.802796367,7.247480379,0.021590933,3.220407682,51.18546249,2
3.947311266,8.107664236,0.016230616,1.302793241,71.76815248,2
3.111483537,7.701623582,0.010060325,0.194046124,39.47350622,2
3.815536214,6.653160488,0.013347378,12.55804911,49.56168058,2
3.671511672,7.708117789,0.000882696,70.2426169,58.10535729,2
3.608206222,8.095292493,0.003041903,61.52309078,77.84196709,2
3.592970004,7.462875292,0.014179343,72.53940622,32.21090989,2
4.942836265,7.154978861,0.024745931,14.65923964,33.22669751,2
4.150586385,8.019506742,0.008970255,11.65858657,75.41678667,2
3.47474927,7.54230838,0.023015214,77.29049456,64.69840531,2
4.823329,7.410593899,0.011670198,2.624779216,72.71449746,2
3.075522855,6.62519833,0.011290009,8.581117541,68.61837849,2
4.114068458,7.762036237,0.023946179,10.0534526,77.90244572,2
4.34893632,8.050934329,0.015687413,14.78772351,49.13256208,2
4.865051476,8.866740908,0.021370384,9.186919344,51.05356606,2
4.976965522,8.366199091,0.008359449,63.64095934,43.040327,2
3.344776273,8.713198504,0.013649324,64.69474515,54.87434433,2
3.005961382,7.625965133,0.015597476,84.25152157,30.47859813,2
6.659779941,9.360468929,0.029630306,32.00099072,10.1271479,2
6.916483085,6.428703184,0.03702489,30.52716569,94.01559521,2
5.778579922,9.198012419,0.038360359,33.56437098,90.65346229,2
5.972162785,6.049811546,0.028907357,33.4402369,0.066343956,2
6.11724925,6.361062147,0.025877276,31.04221636,2.11917304,2
6.685248595,6.143682142,0.031083141,33.84007088,10.47246808,2
5.114020797,6.041018519,0.035878912,18.10233238,4.41147529,2
7.627697422,9.329896705,0.038889944,16.28775202,96.61070195,2
7.030990718,6.231361735,0.031223856,30.15639066,11.51948888,2
7.626001065,9.266646287,0.038821062,32.93656698,10.59156013,2
5.591106299,9.481105957,0.027354658,31.00975331,92.04123199,2
6.333315736,9.157637876,0.025535232,17.81309887,9.293092876,2
6.13128764,6.07964258,0.027916982,19.31526183,81.14551972,2
5.100310768,9.266611155,0.028436268,16.38183016,97.40295585,2
5.295540634,9.322672536,0.025948869,34.57097674,87.80017332,2
5.142616718,6.376451636,0.035496485,16.85713385,4.126149297,2
7.657143025,9.314199641,0.031770937,30.54768314,98.82639003,2
5.947706092,9.064172808,0.031288089,33.76747806,95.23312884,2
5.924087871,9.475758475,0.046324263,17.12073275,9.711625445,2
5.33831137,6.29780923,0.029459605,31.46528269,86.06515397,2
5.32406742,9.341250541,0.034611464,33.51704384,82.16275827,2
6.81413833,6.455843761,0.044871553,31.8070855,1.344602149,2
5.589998887,9.0631059,0.040109785,17.42100564,1.646988856,2
5.724957194,9.416664274,0.042015846,15.79278421,12.31779432,2
6.52122476,9.334846419,0.039977395,19.30042327,81.7525237,2
5.247535411,6.386366584,0.039197736,30.30275388,84.36236989,2
7.482224461,9.222156649,0.045709181,33.38218551,90.28720056,2
6.69983017,6.23284351,0.035036123,16.9897868,8.535398671,2
6.269974358,9.257772192,0.042042932,19.68075585,5.238734598,2
7.427035878,9.472976326,0.031744823,18.01171226,11.70141866,2
5.62863511,9.482788522,0.04870895,31.30777575,10.00763483,2
5.172388903,6.239990752,0.042556954,31.25877874,0.177769903,2
6.651649848,9.26430938,0.04153155,34.30948122,94.65631962,2
6.501160191,9.179122918,0.027583627,18.98613899,10.52227065,2
6.421575493,6.01296974,0.028327523,34.58336442,85.44638607,2
6.388637939,9.186809725,0.031512438,17.92814442,12.21942997,2
7.458901994,6.018626494,0.045832747,33.43655173,86.31998271,2
5.51785718,6.440811063,0.035651968,31.53906087,13.20568295,2
7.60143463,6.065921123,0.037486608,32.08165645,0.051423501,2
6.617672888,6.322775985,0.029666745,16.24938937,93.38339735,2
5.273837206,6.225699218,0.03087302,17.3936132,12.71137502,2
6.905104846,6.153834545,0.02694526,18.97556416,90.76332982,2
6.657478164,6.400664043,0.04678372,16.20856125,5.552652655,2
7.291490775,9.275205131,0.047271727,31.32886915,2.238753755,2
6.022388809,6.147337523,0.048958557,18.69738982,81.67000756,2
7.924409681,6.317615475,0.046562572,33.44574081,5.572829172,2
6.497658967,9.312749352,0.033105765,19.58184935,97.17199615,2
6.809349361,9.418221128,0.043660101,18.68654442,90.40207105,2
6.491448693,9.444005711,0.033511534,16.05510166,0.53692989,2
6.953009803,9.159781309,0.042771709,15.30259383,93.30110378,2
3.246413587,7.943325715,0.020397559,27.21737466,95.56415279,2
3.328569196,8.056153313,0.010672789,23.8707883,12.3076619,2
4.143342768,7.098496767,0.001138387,29.30988058,86.43705701,2
4.134836193,6.825430941,0.019823485,24.7211455,86.47300098,2
4.515331772,7.133772629,0.019594907,25.24491021,90.30056507,2
3.220985862,7.080780951,0.016978483,20.35477798,10.97294747,2
4.470758227,7.125446424,0.0237665,22.21721889,99.79774321,2
4.066276667,7.012683991,0.009854251,28.08164024,98.40891956,2
3.928141644,8.472712878,0.00318866,21.10693772,93.75411287,2
4.188852733,7.662502292,0.016326394,24.40660968,90.87876091,2
4.966424678,6.699527078,0.022279941,26.76508671,11.53676079,2
3.7303557,6.641126746,0.004027847,24.60386411,6.712042889,2
3.550912554,8.121091502,0.013296141,20.20421122,8.115894082,2
3.65591142,6.797271344,0.011614737,26.90461831,88.66181472,2
4.77563558,7.746025297,0.006937176,22.27202554,8.993421758,2
4.551533973,8.047024269,0.020111795,22.17696178,96.95513262,2
3.463350531,7.067440308,0.010600099,20.80095866,13.60600163,2
4.30123589,8.905634937,0.001742336,25.40542174,88.51596927,2
3.063719901,8.375003151,0.003641127,25.9413309,91.9194747,2
4.950230085,7.470932036,0.013102242,20.74398888,94.3306352,2
3.229584633,7.234945259,0.007147947,21.82205214,84.07838769,2
3.284777862,8.745574192,0.011256423,24.12607526,94.40995193,2
4.438274841,7.464993302,0.019815392,21.67774087,92.66593102,2
3.655802779,6.530188293,0.020639026,28.82400423,12.42569252,2
4.355849017,6.834064494,0.014432416,29.10464818,3.110878147,2
3.203470485,8.081156248,0.01955114,24.30669392,11.35330661,2
4.119737362,7.878969928,0.008890083,21.30754295,85.14228315,2
3.245542913,7.131941492,0.000818476,25.06933849,10.28640135,2
3.501809008,7.492307223,0.02141836,27.95819891,97.97459464,2
4.140350402,6.936004922,0.008491434,25.99306228,3.978223605,2
3.017766155,8.40637232,0.009893844,26.80393782,5.062786232,2
3.936926901,8.482600161,0.019293444,24.66811264,5.584923212,2
3.588088499,7.695910832,0.023619885,27.12031731,1.336644728,2
3.518681025,6.714055558,0.003144196,22.89197619,82.42616341,2
4.03895763,8.045430759,0.016497764,20.28525091,10.42879402,2
4.0021316,8.928861607,0.001908026,24.98845785,92.02850863,2
3.129115092,7.752741182,0.010772173,21.95307783,4.581210611,2
3.969661602,7.689530862,0.023558714,29.63823601,98.99390558,2
4.638594188,8.998109788,0.015089212,27.63097111,93.23067241,2
4.319329172,8.292704073,0.00155842,26.1279374,3.071697915,2
3.388303067,7.674464051,0.006518457,23.86298184,93.58945369,2
4.917740352,6.547526684,0.017622978,29.1139796,89.8822716,2
4.907868356,7.788192332,0.0237245,25.35850826,89.70419126,2
4.813791629,8.24321946,0.008132911,27.49595001,5.688099098,2
3.762138743,6.686836757,0.010355558,24.07871212,86.32574955,2
4.283581074,6.704865871,0.017008447,23.41133328,13.08096025,2
4.640629828,8.058903108,0.000181856,27.46898095,11.95381863,2
3.833922749,7.532655784,0.010859629,28.05047151,14.01501373,2
4.43563983,7.546762044,0.015155968,23.9399359,8.456500691,2
4.664605035,7.850369643,0.022226287,27.75090879,94.73160378,2
0.208152598,9.162935251,0.030066679,17.49838563,24.78357118,2
11.43446267,9.020308359,0.031953478,17.79072959,19.22640846,2
12.43086468,9.21193512,0.039307572,17.91927096,21.76560422,2
10.9635289,6.467363951,0.028009825,17.79682199,16.11976804,2
1.361735949,9.03068151,0.042910151,31.30590163,23.23559108,2
12.70411438,9.077780111,0.049973093,16.00716905,18.11188385,2
14.78591157,6.313959842,0.029947996,34.09799233,22.9275354,2
0.715907355,9.203508586,0.030564336,18.96492099,27.85448468,2
2.210647298,9.470768354,0.046950858,16.84818442,21.93332048,2
8.636760293,9.389846173,0.034599221,17.73604625,17.85415942,2
1.994206109,9.426631261,0.025021336,34.41162843,16.35160167,2
1.805773298,9.081745936,0.033029362,31.8590393,21.18254431,2
10.362915,9.16198694,0.026510673,34.53488402,18.36402151,2
10.91009493,6.408116061,0.038973817,16.40220095,28.67297836,2
0.550941129,9.170253134,0.040797528,31.79464386,15.83243265,2
1.613781947,9.351588086,0.035586387,34.54259597,22.55511445,2
0.527349253,9.42522619,0.02563921,15.65447013,26.21516881,2
9.97874854,6.205031778,0.046783309,30.12907018,20.58574307,2
14.30042714,6.219985535,0.040251316,33.00497395,23.53810067,2
2.667779574,6.292605958,0.046535401,32.49633692,19.6951389,2
1.250833179,9.258135384,0.040098731,19.48657398,19.39447914,2
8.426618773,6.173437248,0.025250369,19.67324635,16.02196888,2
0.944782248,6.060404429,0.028062919,33.8173922,20.19213264,2
14.79908503,6.212715461,0.038224077,16.45585026,29.80815649,2
2.161094111,9.263517009,0.035772039,19.55561905,17.06488857,2
9.60908615,6.230493853,0.038296089,33.16222405,24.56223633,2
2.62805939,6.483201964,0.035223405,19.8170693,22.35579772,2
11.64167581,9.301272055,0.046146621,17.10636472,23.69178874,2
1.72077133,6.060593247,0.037852663,34.68921923,24.1048064,2
1.317099146,6.121409188,0.044901088,15.42245211,19.28099552,2
0.841765032,9.341722372,0.025911208,31.67289711,17.95735611,2
10.96408374,6.389001239,0.039510393,19.90335654,21.54676001,2
0.974125892,9.413128814,0.029237079,34.69149077,21.39190432,2
10.40875834,6.101350998,0.040147092,19.27562498,26.00228681,2
1.230821858,6.424758391,0.032622111,33.51533157,22.80790658,2
0.753178414,9.106974252,0.04012904,32.45294153,17.80526685,2
0.727763527,9.488734751,0.048706316,31.29555887,21.7069495,2
1.22025328,9.012000049,0.026723735,16.87309787,19.18392613,2
2.772252976,6.30240655,0.037511731,32.93931813,28.80409777,2
11.10706199,6.48345012,0.034174078,32.09089438,29.44737189,2
12.10881201,6.359109684,0.033379322,34.78817546,27.01592594,2
0.635671042,9.063117249,0.030236912,33.90013156,27.41523301,2
13.81758197,9.30373947,0.048878881,32.50832326,18.51708279,2
2.911572426,9.354739129,0.027633754,32.56366321,23.67640243,2
13.37172136,6.270111691,0.041612678,30.63789939,22.79957531,2
0.968509747,6.347866151,0.035331068,17.31190002,27.33674538,2
2.715354911,9.228881104,0.033330218,17.04630011,25.53145529,2
11.40841982,9.450428249,0.033490537,15.73695012,23.74690101,2
0.133928049,9.288419484,0.026225367,31.71695033,22.17772691,2
0.440422315,9.3504289,0.046631984,33.7400782,20.59736865,2
13.64805588,6.687045865,0.014721746,25.07751327,79.57351105,2
0.592938421,7.926008308,0.018772001,23.94257272,37.79773293,2
11.01093921,8.577265685,0.01029825,23.8281442,53.71939482,2
2.335387839,7.240713532,0.021718895,28.83429537,53.96404313,2
9.792055202,8.110148537,0.016272683,27.3039098,51.19572528,2
13.73329164,6.844606157,0.014563866,27.6624882,54.36703487,2
10.47641836,8.611322398,0.000984544,24.89068371,79.71397941,2
8.905039475,8.560338636,0.01567762,24.07794799,34.06806269,2
14.05283162,8.38166918,0.010004629,28.74205637,30.69035654,2
2.869855845,8.792030251,0.005354828,22.47627058,79.32693282,2
14.24750797,7.628499615,0.011579863,20.16970054,77.50902636,2
14.46784603,8.264789903,0.017162988,20.97445908,69.21407687,2
12.98656262,8.19089573,0.006747281,28.0840495,33.71291223,2
0.244425229,7.517654092,0.017363851,29.8158181,50.87947786,2
10.40682714,8.773976994,0.023637587,24.95456213,47.96185075,2
2.990806505,8.653610017,0.0112759,24.29501174,79.33486834,2
12.19249752,7.087045151,0.006803159,26.96100321,76.95225992,2
11.04558415,7.911519992,0.01972513,22.18500452,30.7717629,2
12.98559858,7.750936854,0.010487694,20.76259837,53.66306827,2
0.421868659,8.868921278,0.015278807,24.60687195,74.90807505,2
1.737911788,6.540806463,0.004499575,23.8418117,37.18325919,2
13.44911496,7.274044701,0.006171366,22.40971866,42.2862634,2
12.98407957,8.916055017,0.022182079,27.60443046,36.57328973,2
2.12771326,8.620961089,0.003390901,29.65052706,65.1539945,2
2.976727177,6.748263569,0.007112503,20.94925038,46.50234829,2
10.16634499,6.603800105,0.005848593,27.79807144,35.17380313,2
10.7687086,8.772802646,0.006655106,21.88638158,41.06583176,2
10.4578668,7.884540467,0.000459227,20.09486605,72.50840792,2
1.825961372,8.605865231,0.002641912,24.10077381,69.40584162,2
14.97012231,7.283739397,0.016110078,21.41326006,39.28354484,2
11.51327656,7.800072304,0.017412981,25.3275931,49.74224844,2
9.917663799,6.988383001,0.02479273,25.5775972,42.98154526,2
1.605594147,6.53280332,0.021641509,26.9343971,59.93840324,2
2.761150725,8.866379124,0.000959278,28.76368641,63.39097136,2
2.404852432,7.834926704,0.017514444,20.19634622,33.8220016,2
0.713097031,6.751111876,0.002497439,26.865941,49.63409115,2
0.236516238,7.628495282,0.020221647,29.86430316,41.57810288,2
1.073147555,8.371378757,0.001761075,29.85761462,77.30849424,2
1.956295371,7.830216815,0.016161095,24.56081203,47.97079488,2
13.16194858,8.821152328,0.016277223,23.48010517,44.53626158,2
10.09962915,7.48729568,0.017579083,29.82913901,34.79722019,2
9.480189684,6.900395715,0.011841526,24.85870068,62.2471447,2
14.17168603,8.616225488,0.002937704,23.15094263,54.80589393,2
9.081619531,6.909374348,0.019870114,23.81384874,43.32192396,2
13.7840846,8.635144328,0.020320017,20.18010468,66.64346269,2
1.303418624,8.607900153,0.01583892,25.03631782,77.46497431,2
1.37585371,7.711176343,0.008074742,21.26991991,78.2859312,2
0.930217823,8.434880958,0.012600655,23.05174566,71.42268618,2
1.408163035,8.613584353,0.003446855,22.56058503,39.49403277,2
12.903,7.499343606,0.010043335,20.02291815,69.22360895,2
6.598372705,6.002956433,0.047013187,17.71993477,28.15122188,2
5.283762034,6.19537494,0.027534142,16.99814229,17.79895391,2
7.539814221,9.455619975,0.048713553,34.12365868,21.55175798,2
5.921767344,6.154926449,0.034584204,17.68246106,21.36682604,2
5.229835645,9.274343895,0.031706401,32.2808348,27.44316955,2
5.82069644,6.294446162,0.049012369,32.20559175,24.85627905,2
7.116237293,6.474404603,0.040952809,32.97483414,20.40159919,2
5.795505834,9.44129621,0.038023677,18.48320454,21.07776969,2
7.617059587,6.423926846,0.049460891,32.05548986,20.00718161,2
7.787722547,9.346894255,0.04562898,17.75235812,21.72025424,2
5.799603163,9.190921513,0.030664831,16.5153387,23.4281801,2
6.090534274,9.197919127,0.0367982,34.98881918,23.51340788,2
7.450750008,6.032038353,0.028054203,18.33950038,28.7299477,2
5.325518583,6.134441114,0.037189715,19.7718213,25.17381589,2
5.612295098,6.14013742,0.03807464,18.1685682,18.64961138,2
6.119195415,6.080549225,0.047995052,15.86357996,29.43119669,2
7.307802783,6.468307449,0.03392886,30.08971283,23.7865221,2
5.328470289,6.085783058,0.026943813,30.4714051,28.4612153,2
7.845576805,9.302899149,0.04077877,16.02404585,18.43816778,2
7.419642493,6.37687133,0.046504514,30.13128219,21.43555579,2
6.73732135,6.300740417,0.048143446,16.60616975,28.92013099,2
5.09308148,9.360348886,0.037442324,19.38284475,24.24715562,2
7.759454805,9.088674638,0.043382078,16.48089464,27.89896421,2
6.272685018,6.187932043,0.038209476,15.6404914,20.36766148,2
5.855661351,9.264827372,0.037944156,31.435953,23.29491308,2
5.71918048,6.357327177,0.046812675,19.40010762,23.24486017,2
6.384341831,6.389015938,0.040834602,15.50290193,26.22855624,2
6.856398311,6.44186559,0.034032464,34.47019305,24.11078381,2
5.011163483,6.110810852,0.039391804,16.80794826,22.57065574,2
7.093035294,9.214629293,0.038566673,31.96095271,16.62974797,2
7.783580908,9.387192007,0.039363301,31.35430259,22.54906252,2
7.505241958,6.339622015,0.032771425,34.14427944,24.02956506,2
6.848746834,9.398648917,0.040476682,31.96830658,27.78532187,2
6.625623155,9.050332762,0.030073175,34.6321688,15.07811002,2
7.182040779,6.351496821,0.027229315,30.48308441,26.81612517,2
7.029047214,6.11630688,0.045217493,16.4042787,25.41546647,2
